category,subject,commission_cc_pct,commission_dbs_pct,commission_edbs_pct,commission_fbs_pct,commission_fbw_pct,commission_booking_pct
Автозапчасти,Модули управления стеклоподъемниками,36.5,45.0,3.0,40.0,35.5,36.5
Спортивная одежда,Костюмы-сауна,44.5,45.0,3.0,48.0,43.5,44.5
Спецодежда и СИЗы,Носки одноразовые,38.5,45.0,3.0,33.0,28.5,38.5
Игрушки,Сквиши,38.5,45.0,3.0,32.0,27.5,38.5
Страхование,Страхование финансовых рисков,18.5,25.0,3.0,23.5,23.5,18.5
Автомобили,Автомобили с пробегом,0.5,0.5,0.5,0.5,0.5,0.5
Игрушки,Сюжетные игровые наборы,38.5,45.0,3.0,38.0,33.5,38.5
Белье для малышей,Термолонгсливы для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Строительные материалы,Кирпичи,38.5,45.0,3.0,27.0,22.5,38.5
Автозапчасти,Форсунки омывателя,36.5,45.0,3.0,39.0,34.5,36.5
Для праздника,Карты оплаты,42.5,45.0,3.0,38.0,33.5,42.5
Товары для взрослых,Головные уборы эротик,39.5,45.0,3.0,39.0,34.5,39.5
Бытовая техника,Подогреватели и сушки посуды,35.5,35.0,3.0,39.0,34.5,35.5
Товары для малышей,Коляски детские,36.5,45.0,3.0,40.0,35.5,36.5
Аксессуары для электроники,Камеры для коптеров,42.5,45.0,3.0,41.0,36.5,42.5
Красота,Иглы для пирсинга,42.5,45.0,3.0,35.0,30.5,42.5
Ветаптека,Иммуностимуляторы для животных,31.5,35.0,3.0,24.0,19.5,31.5
Товары для малышей,Хипсит,36.5,45.0,3.0,36.0,31.5,36.5
Обувь,Лоферы,44.5,45.0,3.0,44.0,39.5,44.5
Продукты,Соя,4.5,4.5,3.0,35.0,30.5,4.5
Спортивный товар,Спицы велосипедные,37.5,45.0,3.0,36.0,31.5,37.5
Спортивный товар,Приборы ночного видения,37.5,45.0,3.0,41.0,36.5,37.5
Строительные материалы,Крепежи с ленточным хомутом,38.5,45.0,3.0,42.0,37.5,38.5
Автозапчасти,Валы рулевого управления,36.5,45.0,3.0,36.0,31.5,36.5
Товары для отдыха и кемпинга,Бассейны каркасные,38.5,45.0,3.0,38.0,33.5,38.5
Игрушки,Тенты для детских электромобилей,40.5,45.0,3.0,33.5,29.0,40.5
Бытовая химия,Бытовая химия,39.5,45.0,3.0,43.0,38.5,39.5
Аккумуляторы для ТС,Аккумуляторы для электротранспорта,40.5,45.0,3.0,40.0,35.5,40.5
Оргтехника,Принтеры для печати этикеток,34.5,35.0,3.0,38.0,33.5,34.5
Умный дом и безопасность,Умные выключатели и реле,34.5,35.0,3.0,32.0,27.5,34.5
Красота,Маникюрные наборы,42.5,45.0,3.0,46.0,41.5,42.5
Климатическая техника,Матрасы электрические,35.5,35.0,3.0,33.0,28.5,35.5
Техника для кухни,Кухонные машины,34.5,35.0,3.0,38.0,33.5,34.5
Электроинструмент и оборудование,Пилы сабельные,41.5,45.0,3.0,40.0,35.5,41.5
Красота,Мочалки,42.5,45.0,3.0,40.5,36.0,42.5
Товары для отдыха и кемпинга,Зонты садовые,38.5,45.0,3.0,38.0,33.5,38.5
Рукоделие,Мулине,39.5,45.0,3.0,43.0,38.5,39.5
Красота,Пасты для шугаринга,42.5,45.0,3.0,45.0,40.5,42.5
Товары для курения,Колбы для кальянов,38.5,45.0,3.0,38.0,33.5,38.5
Здоровье,Ножницы хирургические,42.5,45.0,3.0,39.0,34.5,42.5
Аксессуары для электроники,Гарнитуры,31.5,35.0,3.0,35.0,31.0,31.5
Автозапчасти,Пружины подвески,36.5,45.0,3.0,40.0,35.5,36.5
Здоровье,Фетальные допплеры,42.5,45.0,3.0,45.0,40.5,42.5
Товары для отдыха и кемпинга,Брезенты,38.5,45.0,3.0,42.0,37.5,38.5
Строительные материалы,Доски террасные,38.5,45.0,3.0,37.5,33.0,38.5
Садовые инструменты и полив,Магнитные сборщики,39.5,45.0,3.0,43.0,38.5,39.5
Все для садоводства,Столы и стеллажи для рассады,39.5,45.0,3.0,38.5,37.5,39.5
Одежда,Полупальто,44.5,45.0,3.0,38.0,33.5,44.5
Сантехника,Каркасы для ванн,37.5,45.0,3.0,37.0,32.5,37.5
Мебель офисная и торговое оборудование,Крючки гардеробные,36.5,45.0,3.0,36.0,31.5,36.5
Одежда,Свитеры,44.5,45.0,3.0,42.0,37.5,44.5
Все для садоводства,Держатели для кашпо,39.5,45.0,3.0,35.5,34.5,39.5
Электроинструмент и оборудование,Генераторы,41.5,45.0,3.0,38.0,33.5,41.5
Электрика,RGBW усилители,42.5,45.0,3.0,39.5,35.0,42.5
Садовые инструменты и полив,Коврики для садовых работ,39.5,45.0,3.0,39.0,34.5,39.5
Канцелярские товары,Пастель,39.5,45.0,3.0,41.0,36.5,39.5
Одежда для малышей,Бермуды для малышей,44.5,45.0,3.0,39.0,34.5,44.5
Профессиональные музыкальные инструменты,Чаши поющие,38.5,45.0,3.0,36.0,31.5,38.5
Автоаксессуары и дополнительное оборудование,Знаки аварийной остановки,36.5,45.0,3.0,35.0,30.5,36.5
Красота,Наборы в роддом,42.5,45.0,3.0,45.0,40.5,42.5
Ветаптека,Вакцины для животных,31.5,35.0,3.0,24.0,19.5,31.5
Спортивный товар,Тороки для дичи,37.5,45.0,3.0,41.0,36.5,37.5
Строительные материалы,Кровля наплавляемая,38.5,45.0,3.0,24.0,19.5,38.5
Отделочные материалы,Замки навесные,38.5,45.0,3.0,39.0,34.5,38.5
Товары для малышей,Коврики для кормления,36.5,45.0,3.0,31.0,26.5,36.5
Аксессуары,Чехлы для пультов,44.5,45.0,3.0,48.0,43.5,44.5
Автоаксессуары и дополнительное оборудование,Гайки колесные,36.5,45.0,3.0,36.0,31.5,36.5
Красота,Парафин косметический,42.5,45.0,3.0,44.0,39.5,42.5
Автоаксессуары и дополнительное оборудование,Компрессоры автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Ручной инструмент и оснастка,Зажимы для тросов,41.5,45.0,3.0,36.0,31.5,41.5
Автозапчасти,Фланцы автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Товары для малышей,Впитывающие вкладыши для подгузников,36.5,45.0,3.0,36.0,31.5,36.5
Посуда и инвентарь,Ножи для пиццы,39.5,45.0,3.0,43.0,38.5,39.5
Ручной инструмент и оснастка,Колеса промышленные,41.5,45.0,3.0,37.0,32.5,41.5
Одежда для малышей,Джемперы для малышей,44.5,45.0,3.0,44.0,39.5,44.5
Спортивные аксессуары,Полотна для беговых дорожек,39.5,45.0,3.0,42.5,38.0,39.5
Аксессуары для обуви,Зажимы для шнурков,44.5,45.0,3.0,38.0,33.5,44.5
Продукты,Хлеб,4.5,4.5,3.0,30.0,25.5,4.5
Здоровье,Подушки противопролежневые,42.5,45.0,3.0,35.0,30.5,42.5
Продукты,Тапиока,4.5,4.5,3.0,35.0,30.5,4.5
Спортивный товар,Звезды велосипедные,37.5,45.0,3.0,41.0,36.5,37.5
Фото и Видеотехника,Телесуфлеры,38.5,45.0,3.0,40.5,36.0,38.5
Красота,Зубные пасты,42.5,45.0,3.0,45.5,41.0,42.5
Товары для отдыха и кемпинга,Коврики пляжные,38.5,45.0,3.0,38.0,33.5,38.5
Товары для животных,Бинты для животных,31.5,35.0,3.0,35.0,30.5,31.5
Спортивный товар,Клапаны для лодок,37.5,45.0,3.0,37.0,32.5,37.5
Красота,Средства для роста бровей и ресниц,42.5,45.0,3.0,42.0,37.5,42.5
Строительные материалы,Кляймеры,38.5,45.0,3.0,42.0,37.5,38.5
Строительные материалы,Сетки базальтовые,38.5,45.0,3.0,32.0,27.5,38.5
Красота,Водоросли косметические,42.5,45.0,3.0,44.0,39.5,42.5
Аксессуары,Чехлы для сумок и рюкзаков,44.5,45.0,3.0,48.0,43.5,44.5
Декор интерьера,Декорации настенные,39.5,45.0,3.0,34.0,29.5,39.5
Товары для взрослых,Корсеты эротик,39.5,45.0,3.0,43.0,38.5,39.5
Здоровье,Капли ушные,42.5,45.0,3.0,36.0,31.5,42.5
Мебель корпусная и мебель для хранения,Шкафы поворотные,36.5,45.0,3.0,35.0,26.5,36.5
Автозапчасти,Усилители сцепления,36.5,45.0,3.0,40.0,35.5,36.5
Строительные материалы,Анкеры химические,38.5,45.0,3.0,42.0,37.5,38.5
Спортивный товар,Ледянки,37.5,45.0,3.0,31.0,26.5,37.5
Спортивный товар,Вкладыши для тормозных колодок,37.5,45.0,3.0,37.0,32.5,37.5
Товары для отдыха и кемпинга,Обливные устройства,38.5,45.0,3.0,39.0,34.5,38.5
Религия и эзотерика,Таблички ритуальные,19.5,25.0,3.0,33.0,29.5,19.5
Спортивный товар,Седла велосипедные,37.5,45.0,3.0,40.0,35.5,37.5
Автоаксессуары и дополнительное оборудование,Факельные устройства облегчения пуска,36.5,45.0,3.0,31.0,26.5,36.5
Красота,Разделители для пальцев,42.5,45.0,3.0,45.5,41.0,42.5
Спортивный товар,Боксы для рыболовных принадлежностей,37.5,45.0,3.0,41.0,36.5,37.5
Отделочные материалы,Олифы,38.5,45.0,3.0,42.0,37.5,38.5
Сантехника,Фильтры проточные,37.5,45.0,3.0,41.0,36.5,37.5
Спортивный товар,Доски спасательные,37.5,45.0,3.0,32.0,27.5,37.5
Аксессуары для электроники,Чехлы для электронных книг,42.5,45.0,3.0,41.0,36.5,42.5
Рукоделие,Клеевые паутинки,39.5,45.0,3.0,31.0,26.5,39.5
Спортивный товар,Ролики для пресса,37.5,45.0,3.0,38.0,33.5,37.5
Аксессуары,Фильтры для масок ветрозащитных,44.5,45.0,3.0,38.0,33.5,44.5
Автоаксессуары и дополнительное оборудование,Багажные отсеки,36.5,45.0,3.0,36.0,31.5,36.5
Товары для взрослых,Платья эротик,39.5,45.0,3.0,43.0,38.5,39.5
Бытовая химия,Порошки для посудомоечных машин,39.5,45.0,3.0,43.0,38.5,39.5
Посуда и инвентарь,Другие кухонные приспособления,39.5,45.0,3.0,43.0,38.5,39.5
Строительные материалы,Ремни такелажные,38.5,45.0,3.0,42.0,37.5,38.5
Канцелярские товары,Счетчики механические,39.5,45.0,3.0,34.0,29.5,39.5
Автозапчасти,Вкладыши подшипника коленвала,36.5,45.0,3.0,36.0,31.5,36.5
Автозапчасти,Подвески пневматические,36.5,45.0,3.0,40.0,35.5,36.5
Обувь,Балетки,44.5,45.0,3.0,44.0,39.5,44.5
Белье,Термокомплекты,44.5,45.0,3.0,39.0,34.5,44.5
Игрушки,Магнитные доски,38.5,45.0,3.0,38.0,33.5,38.5
Канцелярские товары,Почтовые марки,39.5,45.0,3.0,39.0,34.5,39.5
Спортивный товар,Грифы,37.5,45.0,3.0,41.0,36.5,37.5
Продукты,Заменители сухого молока,4.5,4.5,3.0,35.0,30.5,4.5
Одежда для малышей,Кофты для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Электроинструмент и оборудование,Тепловые пушки,41.5,45.0,3.0,37.0,32.5,41.5
Товары для животных,Смеси лечебные для животных,31.5,35.0,3.0,29.0,24.5,31.5
Для праздника,Воздушные шарики,42.5,45.0,3.0,46.0,41.5,42.5
Продукты,Ароматизаторы пищевые,4.5,4.5,3.0,30.0,25.5,4.5
Автохимия и автокосметика,Технический тальк,36.5,45.0,3.0,35.0,30.5,36.5
Все для садоводства,Елки живые,39.5,45.0,3.0,32.0,31.0,39.5
Автозапчасти,Фары дополнительного света,36.5,45.0,3.0,36.0,31.5,36.5
Канцелярские товары,Бизнес-наборы,39.5,45.0,3.0,32.0,27.5,39.5
Бижутерия,Четки,38.5,45.0,3.0,42.0,37.5,38.5
Продукты,Хрен столовый,4.5,4.5,3.0,27.0,22.5,4.5
Товары для взрослых,Секс машины,39.5,45.0,3.0,40.0,35.5,39.5
Канцелярские товары,Папки для рисования,39.5,45.0,3.0,38.0,33.5,39.5
Товары для малышей,Органайзеры на коляску,36.5,45.0,3.0,40.0,35.5,36.5
Садовые инструменты и полив,Лопаты снеговые,39.5,45.0,3.0,33.0,28.5,39.5
Товары для отдыха и кемпинга,Аксессуары для бассейна,38.5,45.0,3.0,39.0,34.5,38.5
Отделочные материалы,Модульная плитка,38.5,45.0,3.0,39.0,34.5,38.5
Спортивное питание и косметика,Бустеры тестостерона,35.5,45.0,3.0,39.0,34.5,35.5
Электроинструмент и оборудование,Точильные станки,41.5,45.0,3.0,41.0,36.5,41.5
Спортивные аксессуары,Защита для гироскутеров,39.5,45.0,3.0,39.0,34.5,39.5
Электроинструмент и оборудование,Паяльные станции,41.5,45.0,3.0,43.0,38.5,41.5
Товары для взрослых,Фиксаторы эротик,39.5,45.0,3.0,43.0,38.5,39.5
Мебель корпусная и мебель для хранения,Стенки для гостиной,36.5,45.0,3.0,30.0,25.5,36.5
Игрушки,Роботы,38.5,45.0,3.0,41.0,36.5,38.5
Аксессуары для электроники,Держатели проводов,34.5,35.0,3.0,29.0,24.5,34.5
Техника для кухни,Чаши для мультиварок,34.5,35.0,3.0,32.0,27.5,34.5
Спортивный товар,Шведские стенки,37.5,45.0,3.0,41.0,36.5,37.5
Спортивный товар,Столы теннисные,37.5,45.0,3.0,37.0,32.5,37.5
Рукоделие,Молды для рукоделия,39.5,45.0,3.0,39.0,34.5,39.5
Бытовая химия,Кондиционеры для белья,39.5,45.0,3.0,41.5,37.0,39.5
Рукоделие,Литьевые камни,39.5,45.0,3.0,43.0,38.5,39.5
Спортивный товар,Газ для страйкбольного оружия,37.5,45.0,3.0,37.0,32.5,37.5
Ноутбуки и компьютеры,Моноблоки,29.5,35.0,3.0,33.0,28.5,29.5
Здоровье,Фильтры назальные,42.5,45.0,3.0,39.0,34.5,42.5
Автоаксессуары и дополнительное оборудование,Комплектующие к фонарям освещения,36.5,45.0,3.0,36.0,31.5,36.5
Посуда и инвентарь,Измельчители механические,39.5,45.0,3.0,43.0,38.5,39.5
Электрика,Пускатели,38.5,45.0,3.0,35.0,30.5,38.5
Отделочные материалы,Доводчики дверные,38.5,45.0,3.0,42.0,37.5,38.5
Продукты,Хлопья картофельные,4.5,4.5,3.0,26.0,21.5,4.5
Периферия и аксессуары,Контроллеры для ПК,34.5,35.0,3.0,32.0,27.5,34.5
Одежда,Футболки,44.5,45.0,3.0,48.0,43.5,44.5
Товары для животных,Трафареты для окрашивания животных,31.5,35.0,3.0,26.0,21.5,31.5
Красота,Средства для ухода и заживления татуировок,42.5,45.0,3.0,45.0,40.5,42.5
Климатическая техника,Мини-кондиционеры воздуха,35.5,35.0,3.0,33.0,28.5,35.5
Продукты,Уксусы,4.5,4.5,3.0,35.0,30.5,4.5
Здоровье,Вата медицинская,42.5,45.0,3.0,40.0,35.5,42.5
Аксессуары для обуви,Украшения для обуви,44.5,45.0,3.0,46.0,41.5,44.5
Рукоделие,Линейки закройщика,39.5,45.0,3.0,39.0,34.5,39.5
Спортивные аксессуары,Манжеты для ног,39.5,45.0,3.0,43.0,38.5,39.5
Игрушки,Чехлы для фиджет спиннеров,38.5,45.0,3.0,42.0,37.5,38.5
Продукты,Чипсы,4.5,4.5,3.0,30.0,25.5,4.5
Спортивный товар,Ремни тактические,37.5,45.0,3.0,41.0,36.5,37.5
Автозапчасти,Пневмобаллоны для авто,36.5,45.0,3.0,40.0,35.5,36.5
Продукты,Солезаменители,4.5,4.5,3.0,35.0,30.5,4.5
Профессиональные музыкальные инструменты,Баяны,38.5,45.0,3.0,30.0,25.5,38.5
Здоровье,Отсасыватели хирургические,42.5,45.0,3.0,39.0,34.5,42.5
Аксессуары,Пленка багажная,44.5,45.0,3.0,43.0,38.5,44.5
Красота,Провода для тату машинки,42.5,45.0,3.0,42.0,37.5,42.5
Мототовары,Лебедки для квадроциклов,36.5,45.0,3.0,36.0,31.5,36.5
Строительные материалы,Кронштейны настенные,38.5,45.0,3.0,40.0,35.5,38.5
Товары для животных,Подставки для мисок,31.5,35.0,3.0,35.0,30.5,31.5
Электрика,Клеммники,38.5,45.0,3.0,35.0,30.5,38.5
Автоаксессуары и дополнительное оборудование,Аккумуляторы для автомобильного ключа,36.5,45.0,3.0,40.0,35.5,36.5
Техника для кухни,Фритюрницы электрические,34.5,35.0,3.0,34.0,29.5,34.5
Продукты,Баранки,4.5,4.5,3.0,26.0,21.5,4.5
Продукты,Оладьи,4.5,4.5,3.0,25.0,20.5,4.5
Ручной инструмент и оснастка,Коронки,41.5,45.0,3.0,44.0,39.5,41.5
Сантехника,Шторки стеклянные для ванной,37.5,45.0,3.0,37.0,32.5,37.5
Товары для животных,Коврики-подстилки для животных,31.5,35.0,3.0,35.0,30.5,31.5
Продукты,Чечевица,4.5,4.5,3.0,30.0,25.5,4.5
Аксессуары для электроники,Крепления для микрофонов,39.5,45.0,3.0,38.0,33.5,39.5
Автохимия и автокосметика,Очистители датчиков и контактов,36.5,45.0,3.0,36.0,31.5,36.5
Красота,Временные татуировки и стразы,42.5,45.0,3.0,41.0,36.5,42.5
Аксессуары для электроники,Пульты для кондиционеров,42.5,45.0,3.0,35.0,30.5,42.5
Отделочные материалы,Краски масляные,38.5,45.0,3.0,42.0,37.5,38.5
Автозапчасти,Соединительные элементы свечных кабелей,36.5,45.0,3.0,40.0,35.5,36.5
Мебель для сна,Мебель для сна,36.5,45.0,3.0,40.0,35.5,36.5
Религия и эзотерика,Ловцы снов,19.5,25.0,3.0,33.0,29.5,19.5
Здоровье,Доски для пересаживания,42.5,45.0,3.0,46.0,41.5,42.5
Садовые инструменты и полив,Калибраторы для фруктов и овощей,39.5,45.0,3.0,39.0,34.5,39.5
Товары для животных,Влажные салфетки для животных,31.5,35.0,3.0,35.0,30.5,31.5
Ноутбуки и компьютеры,Охлаждение корпуса и компонентов,34.5,35.0,3.0,38.0,33.5,34.5
Автоаксессуары и дополнительное оборудование,Сирены неавтономные,36.5,45.0,3.0,40.0,35.5,36.5
Товары для отдыха и кемпинга,Газовые баллоны,38.5,45.0,3.0,33.0,28.5,38.5
Спецодежда и СИЗы,Полотна противопожарные,38.5,45.0,3.0,42.0,37.5,38.5
Красота,Бритвы безопасные,42.5,45.0,3.0,46.0,41.5,42.5
Хранение вещей,Подставки для головных уборов,36.5,45.0,3.0,40.0,35.5,36.5
Для праздника,Кубки подарочные,42.5,45.0,3.0,46.0,41.5,42.5
Спортивный товар,Палки тренерские,37.5,45.0,3.0,41.0,36.5,37.5
Спортивные аксессуары,Герметики спортивные,39.5,45.0,3.0,39.0,34.5,39.5
Одежда,Мантии,44.5,45.0,3.0,48.0,43.5,44.5
Товары для отдыха и кемпинга,Хлоргенераторы,38.5,45.0,3.0,32.0,27.5,38.5
Аксессуары для волос,Шиньоны,44.5,45.0,3.0,48.0,43.5,44.5
Спортивная одежда,Термоколготки спортивные,44.5,45.0,3.0,43.0,38.5,44.5
Спортивные аксессуары,Корды для лошади,39.5,45.0,3.0,43.0,38.5,39.5
Продукты,Хлебные палочки,4.5,4.5,3.0,25.0,20.5,4.5
Ручной инструмент и оснастка,Выколотки,41.5,45.0,3.0,45.0,40.5,41.5
Товары для взрослых,Оковы эротик,39.5,45.0,3.0,43.0,38.5,39.5
Канцелярские товары,Браслеты контрольные,39.5,45.0,3.0,43.0,38.5,39.5
Отделочные материалы,Раздвижные системы,38.5,45.0,3.0,38.0,33.5,38.5
Одежда,Жакеты,44.5,45.0,3.0,48.0,43.5,44.5
Спортивный товар,Самокаты,37.5,45.0,3.0,41.0,36.5,37.5
Техника для кухни,Миксеры,34.5,35.0,3.0,35.5,31.0,34.5
Красота,Сменные пакеты для туалета,42.5,45.0,3.0,42.0,37.5,42.5
Здоровье,Браслеты от укачивания,42.5,45.0,3.0,37.0,32.5,42.5
Аксессуары для электроники,Фильтры для микроскопов,42.5,45.0,3.0,39.0,34.5,42.5
Канцелярские товары,Скетчбуки,39.5,45.0,3.0,39.0,34.5,39.5
Электроинструмент и оборудование,Фрезеры,41.5,45.0,3.0,43.0,38.5,41.5
Аксессуары для электроники,Рефлекторы,42.5,45.0,3.0,41.0,36.5,42.5
Отделочные материалы,Комплектующие к стеновым панелям,38.5,45.0,3.0,38.0,33.5,38.5
Мототовары,Зеркала для мототехники,36.5,45.0,3.0,40.0,35.5,36.5
Товары для отдыха и кемпинга,Шезлонги садовые,38.5,45.0,3.0,32.0,27.5,38.5
Игрушки,Жвачка для рук,38.5,45.0,3.0,37.0,32.5,38.5
Спортивный товар,Крючки рыболовные,37.5,45.0,3.0,41.0,36.5,37.5
Ноутбуки и компьютеры,Процессоры,31.5,35.0,3.0,35.0,30.5,31.5
Товары для взрослых,Галстуки эротик,39.5,45.0,3.0,35.0,30.5,39.5
Спортивный товар,Вертлюги рыболовные,37.5,45.0,3.0,41.0,36.5,37.5
Товары для животных,Изоляторы для генераторов импульсов,31.5,35.0,3.0,35.0,30.5,31.5
Спецодежда и СИЗы,Халаты медицинские,44.5,45.0,3.0,45.0,40.5,44.5
Автоаксессуары и дополнительное оборудование,Заглушки ремня безопасности,36.5,45.0,3.0,40.0,35.5,36.5
Игрушки,Наборы для опытов,38.5,45.0,3.0,40.0,35.5,38.5
Продукты,Хворост,4.5,4.5,3.0,31.0,26.5,4.5
Автоаксессуары и дополнительное оборудование,Ракели,36.5,45.0,3.0,32.0,27.5,36.5
Спортивный товар,Лестницы спортивные,37.5,45.0,3.0,41.0,36.5,37.5
Аксессуары для электроники,Кронштейны для проекторов,39.5,45.0,3.0,32.0,27.5,39.5
Продукты,Тортилья,4.5,4.5,3.0,35.0,30.5,4.5
Автозапчасти,Блоки цилиндра,36.5,45.0,3.0,40.0,35.5,36.5
Мебель корпусная и мебель для хранения,Тумбы детские,36.5,45.0,3.0,32.0,27.5,36.5
Ручной инструмент и оснастка,Пистолеты для монтажной пены и герметика,41.5,45.0,3.0,41.0,36.5,41.5
Профессиональные музыкальные инструменты,Шнуры гитарные,38.5,45.0,3.0,42.0,37.5,38.5
Здоровье,Пластыри для похудения,42.5,45.0,3.0,39.0,34.5,42.5
Бижутерия,Комплекты украшений,38.5,45.0,3.0,42.0,37.5,38.5
Рукоделие,Мольберты,39.5,45.0,3.0,39.0,34.5,39.5
Красота,Трафареты для макияжа,42.5,45.0,3.0,41.0,36.5,42.5
Электроинструмент и оборудование,Резаки газовые,41.5,45.0,3.0,37.0,32.5,41.5
Аксессуары,Чехлы для брелоков автомобильной сигнализации,44.5,45.0,3.0,44.0,39.5,44.5
Отделочные материалы,Механизмы подъема столешниц,38.5,45.0,3.0,38.0,33.5,38.5
Аксессуары для обуви,Чехлы для обуви,44.5,45.0,3.0,44.0,39.5,44.5
Садовые инструменты и полив,Совки садовые,39.5,45.0,3.0,29.0,24.5,39.5
Спортивная одежда,Трико для танцев,44.5,45.0,3.0,48.0,43.5,44.5
Товары для животных,Вешалки для одежды животным,31.5,35.0,3.0,31.0,26.5,31.5
Одежда,Джинсы,44.5,45.0,3.0,48.0,43.5,44.5
Текстиль для дома,Подушки,39.5,45.0,3.0,36.0,31.5,39.5
Сантехника,Смесители,37.5,45.0,3.0,41.0,36.5,37.5
Сантехника,Фильтры грубой очистки,37.5,45.0,3.0,41.0,36.5,37.5
Спортивный товар,Каретки велосипедные,37.5,45.0,3.0,41.0,36.5,37.5
Для праздника,Ленты выпускника,42.5,45.0,3.0,42.0,37.5,42.5
Канцелярские товары,Валики художественные,39.5,45.0,3.0,39.0,34.5,39.5
Автозапчасти,Замки зажигания,36.5,45.0,3.0,40.0,35.5,36.5
Бижутерия,Шнурки для кулонов,38.5,45.0,3.0,38.0,33.5,38.5
Спортивный товар,Зевники,37.5,45.0,3.0,37.0,32.5,37.5
Фото и Видеотехника,Фотозонты,38.5,45.0,3.0,41.5,37.0,38.5
Одежда для малышей,Дафлкоты для малышей,44.5,45.0,3.0,39.0,34.5,44.5
Посуда и инвентарь,Корзины сервировочные,39.5,45.0,3.0,35.0,30.5,39.5
Детское питание,Молочные коктейли детские,4.5,4.5,3.0,34.0,29.5,4.5
Спортивное питание и косметика,Энергетические добавки,35.5,45.0,3.0,39.0,34.5,35.5
Спортивный товар,Медицинболы,37.5,45.0,3.0,38.0,33.5,37.5
Продукты,Ягоды сублимированные,4.5,4.5,3.0,35.0,30.5,4.5
Товары для животных,Средства для уборки за животными,31.5,35.0,3.0,35.0,30.5,31.5
Товары для животных,Кремы лечебные для животных,31.5,35.0,3.0,31.0,26.5,31.5
Для праздника,Жидкости для мыльных пузырей,42.5,45.0,3.0,46.0,41.5,42.5
Товары для взрослых,Массажеры простаты,39.5,45.0,3.0,43.0,38.5,39.5
Товары для курения,Электрическая плита для углей,38.5,45.0,3.0,42.0,37.5,38.5
Ручной инструмент и оснастка,Кабелерезы,41.5,45.0,3.0,45.0,40.5,41.5
Спортивная одежда,Термошорты спортивные,44.5,45.0,3.0,44.0,39.5,44.5
Рукоделие,Стабилизаторы тканей,39.5,45.0,3.0,39.0,34.5,39.5
Обувь,Эспадрильи,44.5,45.0,3.0,45.0,40.5,44.5
Посуда и инвентарь,Подставки для ножей,39.5,45.0,3.0,43.0,38.5,39.5
Аксессуары,Сумки-тележки,44.5,45.0,3.0,44.0,39.5,44.5
Спортивный товар,Баскетбольные щиты,37.5,45.0,3.0,35.0,30.5,37.5
Аксессуары,Клипсы и расширители для пояса,44.5,45.0,3.0,41.0,36.5,44.5
Аксессуары,Ремни для сумок,44.5,45.0,3.0,44.0,39.5,44.5
Бытовая техника,Термостаты комнатные,35.5,35.0,3.0,39.0,34.5,35.5
Головные уборы,Бейсболки,44.5,45.0,3.0,48.0,43.5,44.5
Электроинструмент и оборудование,Шуруповерты,41.5,45.0,3.0,42.0,37.5,41.5
Отделочные материалы,Двери под заказ,38.5,45.0,3.0,33.0,28.5,38.5
Товары для животных,Сачки для аквариума,31.5,35.0,3.0,21.0,16.5,31.5
Ручной инструмент и оснастка,Динамометры,41.5,45.0,3.0,45.0,40.5,41.5
Электроинструмент и оборудование,Нагреватели индукционные,41.5,45.0,3.0,36.0,31.5,41.5
Товары для животных,Держатели для аквариума,31.5,35.0,3.0,26.0,21.5,31.5
Посуда и инвентарь,Курницы,39.5,45.0,3.0,43.0,38.5,39.5
Сантехника,Мембраны для гидроаккумулятора,37.5,45.0,3.0,37.0,32.5,37.5
Посуда и инвентарь,Пилы для мяса,39.5,45.0,3.0,43.0,38.5,39.5
Аксессуары,Ручки для сумок,44.5,45.0,3.0,44.0,39.5,44.5
Строительные материалы,Гвозди,38.5,45.0,3.0,40.0,35.5,38.5
Аксессуары для волос,Наборы аксессуаров для волос,44.5,45.0,3.0,48.0,43.5,44.5
Бытовая техника,Сыроварни,35.5,35.0,3.0,39.0,34.5,35.5
Спортивный товар,Стулья туристические,37.5,45.0,3.0,31.0,26.5,37.5
Посуда и инвентарь,Мантоварки,39.5,45.0,3.0,38.0,33.5,39.5
Спортивный товар,Шифтеры велосипедные,37.5,45.0,3.0,41.0,36.5,37.5
Белье,Термошорты,44.5,45.0,3.0,48.0,43.5,44.5
Посуда и инвентарь,Бутылки,39.5,45.0,3.0,32.5,28.0,39.5
Автохимия и автокосметика,Антигравий,36.5,45.0,3.0,36.0,31.5,36.5
Ручной инструмент и оснастка,Пилки для лобзика,41.5,45.0,3.0,45.0,40.5,41.5
Электроинструмент и оборудование,Тали электрические,41.5,45.0,3.0,42.0,37.5,41.5
Одежда,Крестильные комплекты,44.5,45.0,3.0,48.0,43.5,44.5
Бытовая техника,Клепальные прессы,35.5,35.0,3.0,39.0,28.5,35.5
Спортивная обувь,Туфли спортивные,44.5,45.0,3.0,44.0,39.5,44.5
Игрушки,Игрушки,38.5,45.0,3.0,42.0,37.5,38.5
Автозапчасти,Цепи ГРМ,36.5,45.0,3.0,40.0,35.5,36.5
Посуда и инвентарь,Хлебницы,39.5,45.0,3.0,34.0,29.5,39.5
Здоровье,Антиэмболические чулки,42.5,45.0,3.0,38.5,34.0,42.5
