category,subject,commission_cc_pct,commission_dbs_pct,commission_edbs_pct,commission_fbs_pct,commission_fbw_pct,commission_booking_pct
Спецодежда и СИЗы,Пленки для панорамных масок,38.5,45.0,3.0,38.0,33.5,38.5
Транспортные средства,Понтоны,0.5,0.5,0.5,0.5,0.5,0.5
Автозапчасти,Валы продольные,36.5,45.0,3.0,31.0,26.5,36.5
Мебель малых форм,Кресла детские,36.5,45.0,3.0,31.0,26.5,36.5
Хозяйственные товары,Диспенсеры для бумажных полотенец,39.5,45.0,3.0,33.0,28.5,39.5
Электрика,Диммеры,38.5,45.0,3.0,35.0,30.5,38.5
Посуда и инвентарь,Фляжки,39.5,45.0,3.0,43.0,38.5,39.5
Аксессуары для обуви,Накаблучники,44.5,45.0,3.0,44.0,39.5,44.5
Автозапчасти,Регуляторы рулевой колонки,36.5,45.0,3.0,35.0,26.5,36.5
Товары для животных,Колтунорезки,31.5,35.0,3.0,35.0,30.5,31.5
Продукты,Батончики злаковые,4.5,4.5,3.0,35.0,30.5,4.5
Электрика,Выключатели автоматические,38.5,45.0,3.0,35.0,30.5,38.5
Рукоделие,Фрески для росписи,39.5,45.0,3.0,39.0,34.5,39.5
Ручной инструмент и оснастка,Съемники подшипников,41.5,45.0,3.0,37.0,32.5,41.5
Белье,Расширители для бюстгальтера,44.5,45.0,3.0,38.0,33.5,44.5
Посуда и инвентарь,Шейкеры барные,39.5,45.0,3.0,43.0,38.5,39.5
Красота,Кератолитики,42.5,45.0,3.0,46.0,41.5,42.5
Товары для взрослых,Манжеты эротик,39.5,45.0,3.0,43.0,34.5,39.5
Садовые инструменты и полив,Держатели для садовых инструментов,39.5,45.0,3.0,43.0,38.5,39.5
Хранение вещей,Держатели для украшений,36.5,45.0,3.0,40.0,35.5,36.5
Посуда и инвентарь,Подставки для яиц,39.5,45.0,3.0,43.0,38.5,39.5
Здоровье,Тренажеры дыхательные,42.5,45.0,3.0,39.0,34.5,42.5
Одежда для малышей,Топы для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Белье для малышей,Кальсоны для малышей,44.5,45.0,3.0,44.0,39.5,44.5
Автозапчасти,Бачки ГУР,36.5,45.0,3.0,36.0,31.5,36.5
Техника для кухни,Мороженицы,34.5,35.0,3.0,38.0,33.5,34.5
Товары для отдыха и кемпинга,Тенты для садовых качелей,38.5,45.0,3.0,38.0,33.5,38.5
Рукоделие,Формы для свечей,39.5,45.0,3.0,39.0,34.5,39.5
Аксессуары для обуви,Вкладыши для сапог,44.5,45.0,3.0,44.0,39.5,44.5
Товары для животных,Ветеринарные защитные перчатки,31.5,35.0,3.0,31.0,26.5,31.5
Бытовая техника,Запчасти для оборудования общепита,35.5,35.0,3.0,31.0,26.5,35.5
Одежда,Плащи,44.5,45.0,3.0,48.0,43.5,44.5
Спортивные аксессуары,Темляки для лыжных палок,39.5,45.0,3.0,39.0,34.5,39.5
Продукты,Пельмени,4.5,4.5,3.0,30.0,21.5,4.5
Канцелярские товары,Бумага художественная,39.5,45.0,3.0,38.0,33.5,39.5
Алкогольная продукция,Вина,4.5,4.5,3.0,9.5,9.5,4.5
Продукты,Сиропы,4.5,4.5,3.0,33.0,28.5,4.5
Спортивный товар,Лопатки на пальцы,37.5,45.0,3.0,36.0,27.5,37.5
Автоаксессуары и дополнительное оборудование,Багажные боксы,36.5,45.0,3.0,30.0,25.5,36.5
Товары для отдыха и кемпинга,Средства для бассейнов,38.5,45.0,3.0,38.0,33.5,38.5
Здоровье,Бинты медицинские,42.5,45.0,3.0,41.0,36.5,42.5
Товары для животных,Поддоны для клетки,31.5,35.0,3.0,35.0,30.5,31.5
Автохимия и автокосметика,Средства для очистки рук,36.5,45.0,3.0,36.0,31.5,36.5
Здоровье,Канюли назальные,42.5,45.0,3.0,38.0,33.5,42.5
Товары для отдыха и кемпинга,Баки для бани,38.5,45.0,3.0,35.0,30.5,38.5
Посуда и инвентарь,Мармиты,39.5,45.0,3.0,40.5,36.0,39.5
Красота,Средства для массажа,42.5,45.0,3.0,45.0,40.5,42.5
Аксессуары для электроники,Вспышки для камер,44.5,45.0,3.0,37.0,32.5,44.5
Спортивный товар,Пилы туристические,37.5,45.0,3.0,40.0,35.5,37.5
Спортивный товар,Сушилки походные,37.5,45.0,3.0,37.0,32.5,37.5
Автозапчасти,Механизмы закрывания двери,36.5,45.0,3.0,36.0,31.5,36.5
Одежда,Ветровки,44.5,45.0,3.0,48.0,43.5,44.5
Все для садоводства,Фонтаны,39.5,45.0,3.0,39.5,38.5,39.5
Хозяйственные товары,Клипсы для стирки и хранения,39.5,45.0,3.0,38.0,33.5,39.5
Обувь,Сноубутсы,44.5,45.0,3.0,42.0,37.5,44.5
Спортивный товар,Снегоступы,37.5,45.0,3.0,37.0,32.5,37.5
Здоровье,Стельки ортопедические,42.5,45.0,3.0,39.0,34.5,42.5
Автоаксессуары и дополнительное оборудование,Амортизаторы кузовные,36.5,45.0,3.0,36.0,31.5,36.5
Автоаксессуары и дополнительное оборудование,Колпаки на колеса,36.5,45.0,3.0,36.0,31.5,36.5
Одежда,Косухи,44.5,45.0,3.0,48.0,43.5,44.5
Товары для взрослых,Комбинезоны эротик,39.5,45.0,3.0,43.0,38.5,39.5
Садовая техника,Травосборники,38.5,45.0,3.0,32.0,27.5,38.5
Здоровье,Перчатки одноразовые,42.5,45.0,3.0,45.0,40.5,42.5
Посуда и инвентарь,Супницы,39.5,45.0,3.0,39.0,34.5,39.5
Продукты,Колбаски,4.5,4.5,3.0,31.0,26.5,4.5
Спортивный товар,Кронштейны для сноубордов,37.5,45.0,3.0,37.0,32.5,37.5
Спортивный товар,Насосы спортивные,37.5,45.0,3.0,37.0,32.5,37.5
Фото и Видеотехника,Объективы,31.5,35.0,3.0,29.0,24.5,31.5
Техника для кухни,Сэндвичницы,34.5,35.0,3.0,38.0,33.5,34.5
Строительные материалы,Винты,38.5,45.0,3.0,38.0,33.5,38.5
Здоровье,Ремни для фиксации,42.5,45.0,3.0,42.0,37.5,42.5
Игрушки,Мягкие игрушки,38.5,45.0,3.0,41.0,36.5,38.5
Хозяйственные товары,Ершики кухонные,39.5,45.0,3.0,30.0,25.5,39.5
Текстиль для дома,Подстилки противоскользящие,39.5,45.0,3.0,43.0,38.5,39.5
Здоровье,Леггинсы послеоперационные,42.5,45.0,3.0,37.0,32.5,42.5
Текстиль для дома,Подушки внутренние декоративные,39.5,45.0,3.0,43.0,38.5,39.5
Автоаксессуары и дополнительное оборудование,Петли бортовые,36.5,45.0,3.0,36.0,31.5,36.5
Посуда и инвентарь,Держатели кухонные,39.5,45.0,3.0,39.0,34.5,39.5
Красота,Флаконы косметические,42.5,45.0,3.0,44.0,39.5,42.5
Красота,Колпачки для ногтей,42.5,45.0,3.0,46.0,41.5,42.5
Аксессуары,Шапки для сна,44.5,45.0,3.0,48.0,43.5,44.5
Канцелярские товары,Планеры,39.5,45.0,3.0,43.0,38.5,39.5
Одежда,Платья,44.5,45.0,3.0,48.0,43.5,44.5
Товары для отдыха и кемпинга,Наборы для пикника,38.5,45.0,3.0,38.0,33.5,38.5
Игрушки,Кендамы,38.5,45.0,3.0,39.0,34.5,38.5
Продукты,Лангустины,4.5,4.5,3.0,25.0,20.5,4.5
Цифровые товары,Ключи активации,5.0,5.0,5.0,5.0,5.0,5.0
Автохимия и автокосметика,Защитные покрытия для кузова,36.5,45.0,3.0,36.0,31.5,36.5
Продукты,Молоко капсульное,4.5,4.5,3.0,31.0,26.5,4.5
Телевизоры и аудиотехника,Комплекты спутникового ТВ,39.5,45.0,3.0,35.5,31.0,39.5
Продукты,Ягоды в глазури,4.5,4.5,3.0,35.0,30.5,4.5
Товары для малышей,Запчасти для детских колясок,36.5,45.0,3.0,40.0,35.5,36.5
Товары для взрослых,Мыло эротик,39.5,45.0,3.0,39.0,34.5,39.5
Автозапчасти,Комплекты ГРМ,36.5,45.0,3.0,40.0,35.5,36.5
Сертификаты Wildberries,Физические подарочные сертификаты Wildberries,22.5,27.5,3.0,23.5,23.5,22.5
Электроинструмент и оборудование,Промышленное оборудование и комплектующие,41.5,45.0,3.0,43.5,39.0,41.5
Автоэлектроника,Автоэлектроника,36.5,45.0,3.0,40.0,35.5,36.5
Автозапчасти,Указатели уровня масла,36.5,45.0,3.0,40.0,35.5,36.5
Телевизоры и аудиотехника,Микрофоны,31.5,35.0,3.0,35.0,30.5,31.5
Спортивный товар,Обода велосипедные,37.5,45.0,3.0,37.0,32.5,37.5
Отделочные материалы,Окна под заказ,38.5,45.0,3.0,35.0,30.5,38.5
Игрушки,Спортивные игровые наборы,38.5,45.0,3.0,42.0,37.5,38.5
Одежда,Пончо,44.5,45.0,3.0,44.0,39.5,44.5
Мебель корпусная и мебель для хранения,Тумбы под ТВ,36.5,45.0,3.0,36.0,31.5,36.5
Автоаксессуары и дополнительное оборудование,Комплектующие распределителей зажигания,36.5,45.0,3.0,40.0,35.5,36.5
Ручной инструмент и оснастка,Комплектующие для лазерных уровней и нивелиров,41.5,45.0,3.0,45.0,40.5,41.5
Сантехника,Системы защиты от протечки воды,37.5,45.0,3.0,32.0,27.5,37.5
Ручной инструмент и оснастка,Подшипники промышленные,41.5,45.0,3.0,41.0,36.5,41.5
Игрушки,Электромобили детские,31.5,35.0,3.0,35.0,30.5,31.5
Продукты,Чурчхела,4.5,4.5,3.0,35.0,30.5,4.5
Товары для животных,Подсветки для рулеток,31.5,35.0,3.0,35.0,30.5,31.5
Отделочные материалы,Плитки потолочные,38.5,45.0,3.0,33.0,28.5,38.5
Хозяйственные товары,Прищепки,39.5,45.0,3.0,43.0,38.5,39.5
Посуда и инвентарь,Утятницы,39.5,45.0,3.0,39.0,34.5,39.5
Посуда и инвентарь,Оборудование для приготовления алкоголя,39.5,45.0,3.0,41.0,36.5,39.5
Электроинструмент и оборудование,Пневмограверы,41.5,45.0,3.0,42.5,38.0,41.5
Хранение вещей,Вешалки на дверь,36.5,45.0,3.0,40.0,35.5,36.5
Продукты,Икра имитированная черная,4.5,4.5,3.0,31.0,26.5,4.5
Красота,Убтаны,42.5,45.0,3.0,46.0,41.5,42.5
Спортивный товар,Электровелосипеды,40.5,45.0,3.0,37.0,32.5,40.5
Спортивный товар,Комплектующие к гидравлическим дисковым тормозам,37.5,45.0,3.0,41.0,36.5,37.5
Ноутбуки и компьютеры,Корпуса для накопителей,34.5,35.0,3.0,32.0,27.5,34.5
Канцелярские товары,Чернила,39.5,45.0,3.0,39.0,34.5,39.5
Автозапчасти,Хомуты автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Здоровье,Косметические цветные линзы,42.5,45.0,3.0,41.0,36.5,42.5
Товары для малышей,Подогреватели детского питания,36.5,45.0,3.0,40.0,35.5,36.5
Рукоделие,Крючки вязальные,39.5,45.0,3.0,39.0,34.5,39.5
Мебель офисная и торговое оборудование,Фиксаторы мебельных чехлов,36.5,45.0,3.0,31.0,26.5,36.5
